city,datetime,temperature,feels_like,humidity,weather,wind_speed,rain_3h
Uzes,2026-06-26 12:00:00,37.52,36.05,20,scattered clouds,3.57,0.0
Uzes,2026-06-26 15:00:00,37.9,36.32,19,few clouds,7.05,0.0
Uzes,2026-06-26 18:00:00,32.51,31.41,30,few clouds,5.14,0.0
Uzes,2026-06-26 21:00:00,22.99,23.09,67,few clouds,2.3,0.0
Uzes,2026-06-27 00:00:00,21.23,21.42,77,scattered clouds,0.94,0.0
Uzes,2026-06-27 03:00:00,20.98,21.09,75,overcast clouds,1.37,0.0
Uzes,2026-06-27 06:00:00,25.19,25.2,55,broken clouds,0.67,0.0
Uzes,2026-06-27 09:00:00,33.15,32.19,30,clear sky,2.07,0.0
Uzes,2026-06-27 12:00:00,38.26,37.0,20,few clouds,4.29,0.0
Nimes,2026-06-22 15:00:00,37.59,35.42,16,clear sky,6.4,0.0
Nimes,2026-06-22 18:00:00,33.02,31.75,28,few clouds,4.65,0.0
Nimes,2026-06-22 21:00:00,25.83,25.75,49,scattered clouds,1.75,0.0
Nimes,2026-06-23 00:00:00,23.88,23.66,51,few clouds,0.5,0.0
Nimes,2026-06-23 03:00:00,21.67,21.22,51,clear sky,1.06,0.0
Nimes,2026-06-23 06:00:00,25.89,25.61,41,scattered clouds,1.25,0.0
Nimes,2026-06-23 09:00:00,31.88,30.12,24,few clouds,1.9,0.0
Nimes,2026-06-23 12:00:00,36.0,33.68,16,few clouds,2.75,0.0
Nimes,2026-06-23 15:00:00,34.18,32.15,20,clear sky,6.73,0.0
Nimes,2026-06-23 18:00:00,30.98,29.71,30,clear sky,4.47,0.0
Nimes,2026-06-23 21:00:00,24.49,24.46,56,broken clouds,1.67,0.0
Nimes,2026-06-24 00:00:00,23.08,23.04,61,scattered clouds,0.34,0.0
Nimes,2026-06-24 03:00:00,21.43,21.14,58,clear sky,1.02,0.0
Nimes,2026-06-24 06:00:00,26.37,26.37,42,clear sky,1.05,0.0
Nimes,2026-06-24 09:00:00,33.76,32.0,23,scattered clouds,0.88,0.0
Nimes,2026-06-24 12:00:00,38.1,36.0,16,scattered clouds,5.07,0.0
Nimes,2026-06-24 15:00:00,36.56,34.7,19,clear sky,6.49,0.0
Nimes,2026-06-24 18:00:00,30.43,29.42,33,clear sky,5.24,0.0
Nimes,2026-06-24 21:00:00,24.25,24.3,60,overcast clouds,1.71,0.0
Nimes,2026-06-25 00:00:00,23.39,23.33,59,overcast clouds,1.14,0.0
Nimes,2026-06-25 03:00:00,22.94,22.86,60,broken clouds,1.42,0.0
Nimes,2026-06-25 06:00:00,25.93,25.86,49,broken clouds,1.66,0.0
Nimes,2026-06-25 09:00:00,33.07,32.09,30,clear sky,2.61,0.0
Nimes,2026-06-25 12:00:00,36.61,34.92,20,clear sky,5.7,0.0
Nimes,2026-06-25 15:00:00,34.58,33.08,24,clear sky,6.71,0.0
Nimes,2026-06-25 18:00:00,29.84,29.29,38,clear sky,4.87,0.0
Nimes,2026-06-25 21:00:00,24.03,24.16,64,clear sky,1.21,0.0
Nimes,2026-06-26 00:00:00,22.77,22.85,67,clear sky,0.82,0.0
Nimes,2026-06-26 03:00:00,21.96,21.96,67,clear sky,1.47,0.0
Nimes,2026-06-26 06:00:00,25.35,25.27,51,clear sky,1.49,0.0
Nimes,2026-06-26 09:00:00,33.45,32.27,28,scattered clouds,0.88,0.0
Nimes,2026-06-26 12:00:00,38.56,36.73,17,few clouds,4.92,0.0
Nimes,2026-06-26 15:00:00,36.72,34.89,19,clear sky,6.45,0.0
Nimes,2026-06-26 18:00:00,31.27,30.57,35,clear sky,4.76,0.0
Nimes,2026-06-26 21:00:00,23.34,23.61,72,clear sky,2.52,0.0
Nimes,2026-06-27 00:00:00,22.39,22.72,78,few clouds,0.82,0.0
Nimes,2026-06-27 03:00:00,22.27,22.54,76,overcast clouds,1.21,0.0
Nimes,2026-06-27 06:00:00,25.72,25.84,57,overcast clouds,1.06,0.0
Nimes,2026-06-27 09:00:00,33.95,33.05,29,clear sky,1.19,0.0
Nimes,2026-06-27 12:00:00,38.57,36.74,17,scattered clouds,5.52,0.0
Aigues Mortes,2026-06-22 15:00:00,30.72,31.8,48,clear sky,5.26,0.0
Aigues Mortes,2026-06-22 18:00:00,28.56,29.92,57,clear sky,4.16,0.0
Aigues Mortes,2026-06-22 21:00:00,25.07,25.41,68,broken clouds,1.09,0.0
Aigues Mortes,2026-06-23 00:00:00,24.08,24.29,67,scattered clouds,1.18,0.0
Aigues Mortes,2026-06-23 03:00:00,22.22,22.17,64,clear sky,1.73,0.0
Aigues Mortes,2026-06-23 06:00:00,24.8,24.82,57,scattered clouds,2.48,0.0
Aigues Mortes,2026-06-23 09:00:00,30.4,30.85,45,few clouds,0.7,0.0
Aigues Mortes,2026-06-23 12:00:00,30.65,31.52,47,few clouds,5.23,0.0
Aigues Mortes,2026-06-23 15:00:00,28.57,29.81,56,clear sky,6.26,0.0
Aigues Mortes,2026-06-23 18:00:00,26.89,28.01,61,clear sky,3.94,0.0
Aigues Mortes,2026-06-23 21:00:00,24.72,25.15,73,overcast clouds,1.1,0.0
Aigues Mortes,2026-06-24 00:00:00,23.95,24.31,73,broken clouds,0.84,0.0
Aigues Mortes,2026-06-24 03:00:00,22.33,22.45,70,clear sky,1.31,0.0
Aigues Mortes,2026-06-24 06:00:00,24.64,24.7,59,clear sky,1.65,0.0
Aigues Mortes,2026-06-24 09:00:00,27.85,27.96,46,clear sky,1.27,0.0
Aigues Mortes,2026-06-24 12:00:00,28.9,29.3,48,clear sky,4.36,0.0
Aigues Mortes,2026-06-24 15:00:00,28.58,29.24,51,clear sky,4.89,0.0
Aigues Mortes,2026-06-24 18:00:00,26.61,26.61,60,clear sky,4.13,0.0
Aigues Mortes,2026-06-24 21:00:00,24.58,25.0,73,broken clouds,0.94,0.0
Aigues Mortes,2026-06-25 00:00:00,23.86,24.18,72,overcast clouds,1.04,0.0
Aigues Mortes,2026-06-25 03:00:00,23.02,23.13,67,scattered clouds,2.28,0.0
Aigues Mortes,2026-06-25 06:00:00,24.49,24.64,63,broken clouds,2.3,0.0
Aigues Mortes,2026-06-25 09:00:00,27.45,28.16,54,clear sky,2.85,0.0
Aigues Mortes,2026-06-25 12:00:00,28.1,28.85,53,clear sky,4.53,0.0
Aigues Mortes,2026-06-25 15:00:00,27.67,28.78,58,clear sky,4.38,0.0
Aigues Mortes,2026-06-25 18:00:00,26.36,26.36,67,clear sky,3.52,0.0
Aigues Mortes,2026-06-25 21:00:00,24.27,24.71,75,clear sky,1.67,0.0
Aigues Mortes,2026-06-26 00:00:00,23.66,24.12,78,clear sky,0.29,0.0
Aigues Mortes,2026-06-26 03:00:00,22.61,22.86,74,clear sky,2.24,0.0
Aigues Mortes,2026-06-26 06:00:00,24.04,24.12,62,clear sky,1.73,0.0
Aigues Mortes,2026-06-26 09:00:00,27.59,27.93,49,few clouds,1.65,0.0
Aigues Mortes,2026-06-26 12:00:00,28.55,29.31,52,few clouds,4.37,0.0
Aigues Mortes,2026-06-26 15:00:00,27.64,29.03,61,few clouds,4.67,0.0
Aigues Mortes,2026-06-26 18:00:00,26.01,26.01,71,few clouds,4.23,0.0
Aigues Mortes,2026-06-26 21:00:00,24.24,24.78,79,clear sky,2.52,0.0
Aigues Mortes,2026-06-27 00:00:00,23.94,24.48,80,few clouds,1.9,0.0
Aigues Mortes,2026-06-27 03:00:00,22.93,23.45,83,overcast clouds,2.57,0.0
Aigues Mortes,2026-06-27 06:00:00,24.36,24.73,72,overcast clouds,2.45,0.0
Aigues Mortes,2026-06-27 09:00:00,27.82,28.89,57,broken clouds,2.03,0.0
Aigues Mortes,2026-06-27 12:00:00,28.45,29.52,55,broken clouds,4.02,0.0
Saintes Maries De La Mer,2026-06-22 15:00:00,26.67,27.39,55,clear sky,5.45,0.0
Saintes Maries De La Mer,2026-06-22 18:00:00,26.22,26.22,63,few clouds,3.4,0.0
Saintes Maries De La Mer,2026-06-22 21:00:00,25.22,25.57,68,overcast clouds,2.14,0.0
Saintes Maries De La Mer,2026-06-23 00:00:00,24.4,24.72,70,broken clouds,0.77,0.0
Saintes Maries De La Mer,2026-06-23 03:00:00,23.73,23.86,65,clear sky,1.65,0.0
Saintes Maries De La Mer,2026-06-23 06:00:00,24.26,24.31,60,few clouds,2.66,0.0
Saintes Maries De La Mer,2026-06-23 09:00:00,28.03,28.67,52,clear sky,0.66,0.0
Saintes Maries De La Mer,2026-06-23 12:00:00,26.65,26.65,53,clear sky,6.02,0.0
Saintes Maries De La Mer,2026-06-23 15:00:00,26.08,26.08,63,clear sky,6.03,0.0
Saintes Maries De La Mer,2026-06-23 18:00:00,25.57,25.96,68,few clouds,3.91,0.0
Saintes Maries De La Mer,2026-06-23 21:00:00,24.85,25.32,74,overcast clouds,1.33,0.0
Saintes Maries De La Mer,2026-06-24 00:00:00,24.42,24.85,74,broken clouds,0.58,0.0
Saintes Maries De La Mer,2026-06-24 03:00:00,23.86,24.16,71,clear sky,1.06,0.0
Saintes Maries De La Mer,2026-06-24 06:00:00,24.2,24.32,63,clear sky,1.69,0.0
Saintes Maries De La Mer,2026-06-24 09:00:00,26.6,26.6,55,clear sky,1.51,0.0
Saintes Maries De La Mer,2026-06-24 12:00:00,26.48,26.48,55,clear sky,4.18,0.0
Saintes Maries De La Mer,2026-06-24 15:00:00,26.64,26.64,60,clear sky,4.67,0.0
Saintes Maries De La Mer,2026-06-24 18:00:00,25.83,26.22,67,clear sky,4.15,0.0
Saintes Maries De La Mer,2026-06-24 21:00:00,24.85,25.32,74,overcast clouds,0.89,0.0
Saintes Maries De La Mer,2026-06-25 00:00:00,24.67,25.02,70,overcast clouds,1.28,0.0
Saintes Maries De La Mer,2026-06-25 03:00:00,23.71,23.99,71,scattered clouds,2.1,0.0
Saintes Maries De La Mer,2026-06-25 06:00:00,24.71,24.99,67,broken clouds,2.0,0.0
Saintes Maries De La Mer,2026-06-25 09:00:00,26.31,26.31,60,clear sky,2.89,0.0
Saintes Maries De La Mer,2026-06-25 12:00:00,26.21,26.21,61,clear sky,4.38,0.0
Saintes Maries De La Mer,2026-06-25 15:00:00,26.04,26.04,66,clear sky,4.8,0.0
Saintes Maries De La Mer,2026-06-25 18:00:00,25.47,26.0,74,clear sky,3.59,0.0
Saintes Maries De La Mer,2026-06-25 21:00:00,24.47,25.04,79,clear sky,1.25,0.0
Saintes Maries De La Mer,2026-06-26 00:00:00,24.26,24.78,78,clear sky,0.57,0.0
Saintes Maries De La Mer,2026-06-26 03:00:00,23.15,23.53,77,clear sky,1.85,0.0
Saintes Maries De La Mer,2026-06-26 06:00:00,23.98,24.24,69,clear sky,1.67,0.0
Saintes Maries De La Mer,2026-06-26 09:00:00,26.34,26.34,58,clear sky,1.82,0.0
Saintes Maries De La Mer,2026-06-26 12:00:00,26.19,26.19,60,few clouds,4.22,0.0
Saintes Maries De La Mer,2026-06-26 15:00:00,25.61,26.13,73,clear sky,5.22,0.0
Saintes Maries De La Mer,2026-06-26 18:00:00,25.04,25.64,78,clear sky,4.48,0.0
Saintes Maries De La Mer,2026-06-26 21:00:00,24.51,25.13,81,clear sky,2.16,0.0
Saintes Maries De La Mer,2026-06-27 00:00:00,24.48,25.05,79,few clouds,2.13,0.0
Saintes Maries De La Mer,2026-06-27 03:00:00,23.73,24.25,80,overcast clouds,1.76,0.0
Saintes Maries De La Mer,2026-06-27 06:00:00,24.58,25.03,74,overcast clouds,1.24,0.0
Saintes Maries De La Mer,2026-06-27 09:00:00,26.35,26.35,64,few clouds,2.71,0.0
Saintes Maries De La Mer,2026-06-27 12:00:00,25.89,26.31,68,scattered clouds,4.17,0.0
Collioure,2026-06-22 15:00:00,31.61,32.82,46,clear sky,2.52,0.0
Collioure,2026-06-22 18:00:00,30.04,31.6,53,clear sky,1.82,0.0
Collioure,2026-06-22 21:00:00,23.0,23.39,78,clear sky,1.49,0.0
Collioure,2026-06-23 00:00:00,23.24,23.4,68,broken clouds,1.47,0.0
Collioure,2026-06-23 03:00:00,21.85,22.02,74,few clouds,1.66,0.0
Collioure,2026-06-23 06:00:00,24.52,24.62,61,few clouds,1.68,0.0
Collioure,2026-06-23 09:00:00,30.15,30.11,42,clear sky,1.76,0.0
Collioure,2026-06-23 12:00:00,31.28,31.28,40,clear sky,3.26,0.0
Collioure,2026-06-23 15:00:00,31.85,31.73,38,few clouds,3.26,0.0
Collioure,2026-06-23 18:00:00,30.2,30.58,45,few clouds,3.23,0.0
Collioure,2026-06-23 21:00:00,24.75,24.82,59,clear sky,1.84,0.0
Collioure,2026-06-24 00:00:00,23.84,23.98,65,scattered clouds,1.39,0.0
Collioure,2026-06-24 03:00:00,22.38,22.66,76,broken clouds,1.81,0.0
Collioure,2026-06-24 06:00:00,24.58,24.9,69,scattered clouds,0.97,0.0
Collioure,2026-06-24 09:00:00,29.64,30.67,51,clear sky,2.16,0.0
Collioure,2026-06-24 12:00:00,32.47,32.78,39,clear sky,3.89,0.0
Collioure,2026-06-24 15:00:00,32.31,32.03,36,clear sky,5.5,0.0
Collioure,2026-06-24 18:00:00,29.34,29.38,44,clear sky,4.45,0.0
Collioure,2026-06-24 21:00:00,24.51,24.48,56,clear sky,3.36,0.0
Collioure,2026-06-25 00:00:00,22.99,22.94,61,clear sky,2.36,0.0
Collioure,2026-06-25 03:00:00,21.86,21.8,65,clear sky,2.56,0.0
Collioure,2026-06-25 06:00:00,23.94,23.93,59,clear sky,2.45,0.0
Collioure,2026-06-25 09:00:00,29.27,29.3,44,clear sky,2.93,0.0
Collioure,2026-06-25 12:00:00,32.71,33.33,40,clear sky,7.17,0.0
Collioure,2026-06-25 15:00:00,32.28,33.07,42,clear sky,7.69,0.0
Collioure,2026-06-25 18:00:00,30.16,31.13,49,light rain,3.16,0.1
Collioure,2026-06-25 21:00:00,24.85,25.06,64,overcast clouds,1.92,0.0
Collioure,2026-06-26 00:00:00,22.27,22.72,83,overcast clouds,2.23,0.0
Collioure,2026-06-26 03:00:00,22.43,22.84,81,overcast clouds,2.58,0.0
Collioure,2026-06-26 06:00:00,24.6,24.94,70,broken clouds,2.2,0.0
Collioure,2026-06-26 09:00:00,28.82,29.91,54,clear sky,1.92,0.0
Collioure,2026-06-26 12:00:00,31.48,32.23,44,clear sky,3.18,0.0
Collioure,2026-06-26 15:00:00,31.94,33.15,45,clear sky,4.02,0.0
Collioure,2026-06-26 18:00:00,30.58,31.94,50,clear sky,1.6,0.0
Collioure,2026-06-26 21:00:00,24.48,24.79,69,clear sky,1.09,0.0
Collioure,2026-06-27 00:00:00,23.67,23.92,70,few clouds,0.92,0.0
Collioure,2026-06-27 03:00:00,22.54,22.89,78,few clouds,1.45,0.0
Collioure,2026-06-27 06:00:00,25.04,25.38,68,few clouds,1.71,0.0
Collioure,2026-06-27 09:00:00,30.35,32.11,53,clear sky,1.64,0.0
Collioure,2026-06-27 12:00:00,32.07,33.15,44,clear sky,3.21,0.0
Carcassonne,2026-06-22 15:00:00,35.36,34.2,25,clear sky,7.0,0.0
Carcassonne,2026-06-22 18:00:00,31.32,30.39,33,light rain,5.82,0.35
Carcassonne,2026-06-22 21:00:00,26.35,26.35,53,light rain,3.26,0.62
Carcassonne,2026-06-23 00:00:00,24.43,24.36,55,broken clouds,2.24,0.0
Carcassonne,2026-06-23 03:00:00,22.21,21.95,56,scattered clouds,2.69,0.0
Carcassonne,2026-06-23 06:00:00,25.46,25.26,46,few clouds,2.45,0.0
Carcassonne,2026-06-23 09:00:00,34.34,32.54,22,scattered clouds,3.64,0.0
Carcassonne,2026-06-23 12:00:00,37.22,35.15,17,scattered clouds,5.8,0.0
Carcassonne,2026-06-23 15:00:00,37.27,34.92,15,scattered clouds,5.47,0.0
Carcassonne,2026-06-23 18:00:00,30.85,28.91,19,few clouds,5.1,0.0
Carcassonne,2026-06-23 21:00:00,27.39,27.1,39,few clouds,3.45,0.0
Carcassonne,2026-06-24 00:00:00,24.92,24.77,50,scattered clouds,3.9,0.0
Carcassonne,2026-06-24 03:00:00,22.43,22.16,55,broken clouds,3.44,0.0
Carcassonne,2026-06-24 06:00:00,24.99,24.85,50,scattered clouds,4.31,0.0
Carcassonne,2026-06-24 09:00:00,32.46,31.48,31,clear sky,6.01,0.0
Carcassonne,2026-06-24 12:00:00,37.17,36.0,22,clear sky,6.97,0.0
Carcassonne,2026-06-24 15:00:00,36.94,35.7,22,clear sky,7.72,0.0
Carcassonne,2026-06-24 18:00:00,30.73,29.55,31,clear sky,7.06,0.0
Carcassonne,2026-06-24 21:00:00,23.99,23.85,54,clear sky,4.4,0.0
Carcassonne,2026-06-25 00:00:00,21.52,21.5,68,clear sky,5.01,0.0
Carcassonne,2026-06-25 03:00:00,20.95,21.14,78,clear sky,4.87,0.0
Carcassonne,2026-06-25 06:00:00,23.58,23.72,66,clear sky,5.48,0.0
Carcassonne,2026-06-25 09:00:00,30.71,30.28,38,clear sky,7.88,0.0
Carcassonne,2026-06-25 12:00:00,34.87,34.1,28,clear sky,8.34,0.0
Carcassonne,2026-06-25 15:00:00,34.4,34.02,31,clear sky,8.35,0.0
Carcassonne,2026-06-25 18:00:00,26.25,26.25,57,light rain,1.29,0.32
Carcassonne,2026-06-25 21:00:00,23.25,23.43,69,overcast clouds,2.52,0.0
Carcassonne,2026-06-26 00:00:00,21.75,21.86,72,overcast clouds,0.29,0.0
Carcassonne,2026-06-26 03:00:00,20.32,20.47,79,broken clouds,1.59,0.0
Carcassonne,2026-06-26 06:00:00,22.96,23.09,68,broken clouds,1.35,0.0
Carcassonne,2026-06-26 09:00:00,30.96,30.72,39,scattered clouds,2.19,0.0
Carcassonne,2026-06-26 12:00:00,37.05,36.51,25,scattered clouds,5.28,0.0
Carcassonne,2026-06-26 15:00:00,37.28,36.37,23,clear sky,6.54,0.0
Carcassonne,2026-06-26 18:00:00,32.37,31.95,35,clear sky,6.09,0.0
Carcassonne,2026-06-26 21:00:00,25.06,25.14,58,clear sky,3.51,0.0
Carcassonne,2026-06-27 00:00:00,22.74,22.79,66,clear sky,1.23,0.0
Carcassonne,2026-06-27 03:00:00,21.23,21.55,82,clear sky,3.31,0.0
Carcassonne,2026-06-27 06:00:00,21.44,21.73,80,few clouds,4.49,0.0
Carcassonne,2026-06-27 09:00:00,28.17,28.55,49,few clouds,3.89,0.0
Carcassonne,2026-06-27 12:00:00,35.54,35.7,31,few clouds,2.62,0.0
Ariege,2026-06-22 15:00:00,31.29,29.23,17,clear sky,3.53,0.0
Ariege,2026-06-22 18:00:00,25.04,24.51,35,clear sky,3.37,0.0
Ariege,2026-06-22 21:00:00,22.48,22.19,54,scattered clouds,2.97,0.0
Ariege,2026-06-23 00:00:00,21.79,21.15,43,scattered clouds,3.14,0.0
Ariege,2026-06-23 03:00:00,19.57,18.63,40,scattered clouds,2.92,0.0
Ariege,2026-06-23 06:00:00,21.62,21.2,52,scattered clouds,2.42,0.0
Ariege,2026-06-23 09:00:00,29.06,27.87,29,clear sky,2.0,0.0
Ariege,2026-06-23 12:00:00,31.91,30.08,23,scattered clouds,2.37,0.0
Ariege,2026-06-23 15:00:00,31.4,29.53,22,broken clouds,2.12,0.0
Ariege,2026-06-23 18:00:00,20.99,20.24,42,scattered clouds,1.05,0.0
Ariege,2026-06-23 21:00:00,23.28,22.86,46,scattered clouds,3.27,0.0
Ariege,2026-06-24 00:00:00,22.18,21.63,45,scattered clouds,3.33,0.0
Ariege,2026-06-24 03:00:00,19.96,19.13,43,few clouds,3.04,0.0
Ariege,2026-06-24 06:00:00,20.76,20.3,54,clear sky,2.4,0.0
Ariege,2026-06-24 09:00:00,29.34,28.22,31,clear sky,2.08,0.0
Ariege,2026-06-24 12:00:00,32.07,30.31,24,clear sky,2.84,0.0
Ariege,2026-06-24 15:00:00,32.68,30.77,22,clear sky,2.69,0.0
Ariege,2026-06-24 18:00:00,24.96,24.92,54,few clouds,2.89,0.0
Ariege,2026-06-24 21:00:00,19.13,18.77,64,broken clouds,3.62,0.0
Ariege,2026-06-25 00:00:00,19.4,18.78,53,broken clouds,3.23,0.0
Ariege,2026-06-25 03:00:00,18.59,17.86,52,scattered clouds,3.29,0.0
Ariege,2026-06-25 06:00:00,20.02,19.64,60,few clouds,2.41,0.0
Ariege,2026-06-25 09:00:00,28.52,27.71,34,few clouds,0.86,0.0
Ariege,2026-06-25 12:00:00,32.39,30.82,26,clear sky,1.59,0.0
Ariege,2026-06-25 15:00:00,25.09,25.14,57,light rain,4.22,2.47
Ariege,2026-06-25 18:00:00,15.78,15.92,96,heavy intensity rain,4.27,13.5
Ariege,2026-06-25 21:00:00,17.21,17.05,79,overcast clouds,2.79,0.0
Ariege,2026-06-26 00:00:00,16.82,16.54,76,overcast clouds,1.95,0.0
Ariege,2026-06-26 03:00:00,16.46,16.07,73,overcast clouds,1.61,0.0
Ariege,2026-06-26 06:00:00,18.58,18.32,70,broken clouds,0.93,0.0
Ariege,2026-06-26 09:00:00,25.42,25.24,47,few clouds,1.65,0.0
Ariege,2026-06-26 12:00:00,29.84,29.0,35,scattered clouds,1.75,0.0
Ariege,2026-06-26 15:00:00,31.34,30.41,33,scattered clouds,2.14,0.0
Ariege,2026-06-26 18:00:00,27.33,28.26,57,scattered clouds,0.74,0.0
Ariege,2026-06-26 21:00:00,21.88,21.82,65,light rain,2.93,0.12
Ariege,2026-06-27 00:00:00,17.44,17.54,88,light rain,2.9,0.64
Ariege,2026-06-27 03:00:00,16.28,16.31,90,clear sky,0.96,0.0
Ariege,2026-06-27 06:00:00,16.94,17.01,89,clear sky,0.29,0.0
Ariege,2026-06-27 09:00:00,23.48,23.4,58,clear sky,1.67,0.0
Ariege,2026-06-27 12:00:00,27.63,27.68,45,clear sky,2.26,0.0
Toulouse,2026-06-22 15:00:00,38.6,38.24,23,clear sky,1.92,0.0
Toulouse,2026-06-22 18:00:00,34.7,32.83,21,clear sky,8.46,0.0
Toulouse,2026-06-22 21:00:00,27.35,26.97,37,few clouds,1.08,0.0
Toulouse,2026-06-23 00:00:00,25.59,25.38,45,broken clouds,3.01,0.0
Toulouse,2026-06-23 03:00:00,22.63,22.23,49,scattered clouds,3.01,0.0
Toulouse,2026-06-23 06:00:00,25.82,25.58,43,scattered clouds,2.9,0.0
Toulouse,2026-06-23 09:00:00,32.81,30.98,23,scattered clouds,2.78,0.0
Toulouse,2026-06-23 12:00:00,38.05,35.77,15,scattered clouds,3.04,0.0
Toulouse,2026-06-23 15:00:00,40.02,37.58,13,few clouds,0.54,0.0
Toulouse,2026-06-23 18:00:00,32.53,30.42,19,scattered clouds,3.7,0.0
Toulouse,2026-06-23 21:00:00,29.79,28.32,26,few clouds,4.45,0.0
Toulouse,2026-06-24 00:00:00,27.04,26.7,36,few clouds,4.45,0.0
Toulouse,2026-06-24 03:00:00,23.46,23.04,45,clear sky,3.56,0.0
Toulouse,2026-06-24 06:00:00,25.92,25.72,44,clear sky,4.48,0.0
Toulouse,2026-06-24 09:00:00,34.86,33.27,23,clear sky,4.65,0.0
Toulouse,2026-06-24 12:00:00,39.39,37.51,16,clear sky,4.07,0.0
Toulouse,2026-06-24 15:00:00,40.06,38.08,15,clear sky,6.53,0.0
Toulouse,2026-06-24 18:00:00,34.98,33.41,23,clear sky,7.34,0.0
Toulouse,2026-06-24 21:00:00,26.71,26.66,40,clear sky,5.34,0.0
Toulouse,2026-06-25 00:00:00,23.6,23.4,53,clear sky,5.41,0.0
Toulouse,2026-06-25 03:00:00,22.52,22.37,59,few clouds,5.42,0.0
Toulouse,2026-06-25 06:00:00,23.69,23.73,62,clear sky,5.83,0.0
Toulouse,2026-06-25 09:00:00,31.8,31.08,34,clear sky,6.53,0.0
Toulouse,2026-06-25 12:00:00,37.53,36.48,22,clear sky,6.01,0.0
Toulouse,2026-06-25 15:00:00,38.6,37.45,20,clear sky,6.27,0.0
Toulouse,2026-06-25 18:00:00,27.01,27.55,52,scattered clouds,7.06,0.0
Toulouse,2026-06-25 21:00:00,24.28,24.3,59,overcast clouds,3.32,0.0
Toulouse,2026-06-26 00:00:00,22.19,22.24,68,overcast clouds,2.39,0.0
Toulouse,2026-06-26 03:00:00,19.75,19.87,80,broken clouds,1.45,0.0
Toulouse,2026-06-26 06:00:00,21.96,22.09,72,scattered clouds,0.77,0.0
Toulouse,2026-06-26 09:00:00,29.12,29.34,46,scattered clouds,2.01,0.0
Toulouse,2026-06-26 12:00:00,36.16,35.69,27,scattered clouds,2.5,0.0
Toulouse,2026-06-26 15:00:00,39.8,38.8,19,few clouds,2.64,0.0
Toulouse,2026-06-26 18:00:00,37.11,35.92,22,few clouds,3.93,0.0
Toulouse,2026-06-26 21:00:00,27.96,27.99,45,few clouds,5.12,0.0
Toulouse,2026-06-27 00:00:00,23.19,23.39,70,scattered clouds,5.38,0.0
Toulouse,2026-06-27 03:00:00,19.96,20.26,86,clear sky,4.71,0.0
Toulouse,2026-06-27 06:00:00,20.53,20.7,79,few clouds,4.12,0.0
Toulouse,2026-06-27 09:00:00,26.78,27.21,50,clear sky,2.44,0.0
Toulouse,2026-06-27 12:00:00,32.93,32.7,35,clear sky,2.72,0.0
Montauban,2026-06-22 15:00:00,37.14,36.64,25,clear sky,0.21,0.0
Montauban,2026-06-22 18:00:00,34.64,33.29,25,clear sky,8.69,0.0
Montauban,2026-06-22 21:00:00,27.01,26.92,41,clear sky,4.41,0.0
Montauban,2026-06-23 00:00:00,24.99,24.72,45,scattered clouds,1.83,0.0
Montauban,2026-06-23 03:00:00,22.62,22.35,54,broken clouds,3.52,0.0
Montauban,2026-06-23 06:00:00,25.36,25.23,49,scattered clouds,2.49,0.0
Montauban,2026-06-23 09:00:00,31.29,30.14,31,scattered clouds,2.37,0.0
Montauban,2026-06-23 12:00:00,38.81,37.03,17,broken clouds,1.97,0.0
Montauban,2026-06-23 15:00:00,41.09,38.78,13,overcast clouds,2.09,0.0
Montauban,2026-06-23 18:00:00,35.5,33.89,22,overcast clouds,1.27,0.0
Montauban,2026-06-23 21:00:00,29.05,27.81,28,scattered clouds,2.98,0.0
Montauban,2026-06-24 00:00:00,25.9,25.62,41,scattered clouds,2.95,0.0
Montauban,2026-06-24 03:00:00,23.15,22.85,51,few clouds,1.83,0.0
Montauban,2026-06-24 06:00:00,26.68,26.87,45,clear sky,2.56,0.0
Montauban,2026-06-24 09:00:00,34.4,33.15,26,clear sky,3.13,0.0
Montauban,2026-06-24 12:00:00,39.75,37.95,16,clear sky,2.95,0.0
Montauban,2026-06-24 15:00:00,41.47,39.22,13,clear sky,2.48,0.0
Montauban,2026-06-24 18:00:00,37.35,35.64,19,clear sky,8.18,0.0
Montauban,2026-06-24 21:00:00,24.36,24.18,51,light rain,4.64,0.39
Montauban,2026-06-25 00:00:00,23.54,23.2,48,broken clouds,3.47,0.0
Montauban,2026-06-25 03:00:00,22.34,21.94,50,scattered clouds,3.78,0.0
Montauban,2026-06-25 06:00:00,23.97,23.73,50,few clouds,2.93,0.0
Montauban,2026-06-25 09:00:00,31.95,31.13,33,clear sky,5.76,0.0
Montauban,2026-06-25 12:00:00,38.03,37.16,22,clear sky,4.86,0.0
Montauban,2026-06-25 15:00:00,40.29,38.62,16,clear sky,3.77,0.0
Montauban,2026-06-25 18:00:00,28.96,29.05,45,few clouds,8.46,0.0
Montauban,2026-06-25 21:00:00,24.69,24.73,58,overcast clouds,2.76,0.0
Montauban,2026-06-26 00:00:00,21.65,21.72,71,overcast clouds,2.53,0.0
Montauban,2026-06-26 03:00:00,19.92,20.19,85,broken clouds,2.36,0.0
Montauban,2026-06-26 06:00:00,21.67,21.9,77,broken clouds,1.55,0.0
Montauban,2026-06-26 09:00:00,29.29,29.79,48,few clouds,0.84,0.0
Montauban,2026-06-26 12:00:00,35.97,35.87,29,few clouds,1.9,0.0
